date,equity,cash,positions
2018-10-03,1801809.6050184406,2.7531846202909946,5
2018-10-04,1792911.3333037533,2.7531846202909946,5
2018-10-05,1772655.0272145905,365732.51133281365,4
2018-10-08,1788689.2693882622,8049.005622211844,5
2018-10-09,1776426.5259433426,689338.2302315868,3
2018-10-10,1754448.3213432468,1035169.8314889111,2
2018-10-11,1732740.5885277428,1732740.5885277428,0
2018-10-12,1732740.5885277428,1732740.5885277428,0
2018-10-15,1732740.5885277428,1732740.5885277428,0
2018-10-16,1732740.5885277428,1386203.246247355,1
2018-10-17,1726423.4888487495,1040925.9356470741,2
2018-10-18,1715028.7362394966,1031844.9468641914,2
2018-10-19,1723383.279368464,342576.47170550004,4
2018-10-22,1711300.1815825142,679532.106722895,3
2018-10-23,1716015.8799620308,336353.77861696854,4
2018-10-24,1709835.043385569,324102.90945727006,4
2018-10-25,1709229.7940703072,18.07600313797593,5
2018-10-26,1691022.7794409432,333865.2561751045,4
2018-10-29,1706934.563529078,26.896021906286478,5
2018-10-30,1725446.742007319,26.896021906286478,5
2018-10-31,1731173.1887274422,2.5509730018675327,5
2018-11-01,1746019.8964319862,2.5509730018675327,5
2018-11-02,1751435.7220564522,2.5509730018675327,5
2018-11-05,1757925.1789427437,2.5509730018675327,5
2018-11-06,1767789.2277212776,2.5509730018675327,5
2018-11-07,1779816.4807673134,2.5509730018675327,5
2018-11-08,1791027.42990214,2455.419518534094,5
2018-11-09,1795508.88876063,2455.419518534094,5
2018-11-12,1766762.000083033,2455.419518534094,5
2018-11-13,1763911.083153788,8.755385462194681,5
2018-11-14,1776062.2870093025,8.755385462194681,5
2018-11-15,1783440.3258896507,8.755385462194681,5
2018-11-16,1801098.3606949486,8.755385462194681,5
2018-11-19,1795127.1415701546,30.678122583776712,5
2018-11-20,1754197.3144856133,3760.1719580329955,5
2018-11-21,1754716.8759890236,353022.18250185624,4
2018-11-23,1753761.4657831825,2392.0367289222777,5
2018-11-26,1752942.1855116524,22.741883341223,5
2018-11-27,1752076.433009211,22.741883341223,5
2018-11-28,1775655.1573572792,22.741883341223,5
2018-11-29,1766432.2218008675,22.741883341223,5
2018-11-30,1768134.37521464,8.015975061804056,5
2018-12-03,1793070.9024878182,8.015975061804056,5
2018-12-04,1739883.5110884346,346705.755066935,4
2018-12-06,1762266.7027254738,696915.468833033,3
2018-12-07,1731411.746220652,1027340.9435148872,2
2018-12-10,1719233.3989935555,667204.209029261,3
2018-12-11,1722892.2777701057,687210.8394766487,3
2018-12-12,1727100.0457068123,307.64805513992906,5
2018-12-13,1730981.8636999764,307.64805513992906,5
